lemma	pos	semantic_tags
doorbraak	NOUN	X9.2+
breukwater	NOUN	O2/M4
breukwateren	NOUN	O2/M4
brasem	NOUN	L2
borst	NOUN	B1 F1 O2 C1 G2.1 L2mfn
borstvoeden	VERB	T3--/F1
borstvoeding	NOUN	T3--/F1
moedermelk	NOUN	F1/B1
borstplaat	NOUN	G3/B5 S9/B5
borstbeen	NOUN	B1
borstig	ADJ	B5 B2
borsten	NOUN	B1 E1 B5 F1
schoolslag	NOUN	M4/K5.1
adem	NOUN	B1 N5-@
adembenemend	ADJ	O4.2+
ademtest	NOUN	G2.1/F2 G2.1
adembaarheid	NOUN	O4.1
adembaar	ADJ	O4.1
adembaar	NOUN	B5/O4.1
adembaars	NOUN	B5/O4.1
ademtesten	VERB	G2.1/F2
ademgetest	VERB	G2.1/F2
ademen	VERB	B1
ademhaling	ADJ	B1 X3.2
ademhaling	NOUN	B1
ademloos	ADJ	B1/A12- X5.2+
ademloos	ADV	X5.2+ B1/A12-
ademnood	NOUN	B2-
adembenemend	ADV	O4.2+
stuit	NOUN	G3/O2
broek	NOUN	B5 B1 L3 L2 O2
ras	NOUN	A4.1/L2 L2mfn K5.1 S7.3+ S5+c
kweken	VERB	F4 L2 S3.2 X7+ A9+
fokker	NOUN	F4/S2mf Y1
fokkers	NOUN	F4/S2mf Y1
fokken	NOUN	F4 L2
briesen	VERB	M1
breechblock	NOUN	H1/O2
briesend	ADV	E4.1+ W4
briesend	ADJ	W4 E6+
broeders	NOUN	S5+/S2mf
kort	NOUN	T1.3- N3.7-/S2mf F1
brouwsel	NOUN	F2
brouwen	VERB	F2 N5+/A2.1 A1.1.1
gebrouwen	ADJ	F2 A1.1.1
brouwer	NOUN	F2/I3.2/S2mf
brouwerij	NOUN	F2/H1
brouwhuis	NOUN	F2/H1
brouwen	ADJ	N5+/A2.1
brouwen	NOUN	F2 N5+/A2.1 A1.1.1
nylon	NOUN	O1.1 B5
doorn	NOUN	L3
doornen	NOUN	L3
omkopen	NOUN	G2.2-/I1.1
omkopen	VERB	G2.2-/I1.1 X5.1+ G2.2-
omkoper	NOUN	G2.2-/I1.1/S2mf
omkoping	NOUN	G2.2-/I1.1
brocante	NOUN	O2
baksteen	NOUN	O2/H1 S8+ Q2.2/E2-
bakstenen	VERB	H1 E3-@
baksteen-en-met-mortel	ADJ	H1
bakstenen	ADJ	O4.1
baksteenlegger	NOUN	I3.2/H1/S2mf
baksteenleggers	NOUN	I3.2/H1/S2mf
baksteenleggen	NOUN	H1
baksteenleggen	VERB	H1
baksteen-en-mortel	ADJ	H1 A6.2+
muurwerk	NOUN	H1
bruids	ADJ	S4
bruid	NOUN	S4f
bruidskandidaat	NOUN	S4
bruidegom	NOUN	S4m L2/S2mf S4/S2.2m
bruidsmeisje	NOUN	S4/S2.1f
overbruggen	VERB	M1 A2.2/S3.1 T1.3- H1
brug	NOUN	H1 W3 A2.2/S3.1 H2/M4 B1 B3 O2 K5.2
bruggenhoofd	NOUN	G3
brugwerk	NOUN	H1 B3
overbruggend	ADJ	T1.3-
overbrugging	NOUN	T1.3- H1
overbruggingslening	NOUN	I1
toom	NOUN	O2 A1.7+ S7.1+
toomen	VERB	A1.7+
ruiterpad	NOUN	M3/L2
kort	ADJ	T1.3- N3.7-% N3.7- N3.3- N5- S1.2.4- N3.8+@ F1% O4.1 B5 N5-/S2 E3- T1.3 N3.8+
brief	NOUN	Q1.2 G2.1/S2mf Q3
samenvatten	VERB	Q2.1 A4.1 N6+ I3.1/A2.1 Q2.2
aktetas	NOUN	B5
instructie	ADJ	Q2.1
instructie	VERB	Q2.1
korter	ADJ	T1.3-- N3.7--% T1.3 N3.7-- N3.3-- N5-- S1.2.4-- N3.8++@ F1%
instructie	NOUN	Q2.1 Q2.2 P1
kort	ADV	T1.3- N5- N3.8+
korter	NOUN	T1.3-
slipje	NOUN	Q1.2 B5 G2.1/S2mf
brig	NOUN	M4 M4/A1.7+
brigade	NOUN	G3/S5+c S5+c
brigadegeneraal	NOUN	G3/S7.1+/S2mf
rover	NOUN	G2.1-/S2mf
helder	ADJ	O4.3 X9.1+ E4.1+ A7+ A10+ O4.1 N5.1+ W4
helderogend	ADJ	O4.1 O4.2+
verhelderen	VERB	O4.3 A5.1+/A2.1
verhelderd	VERB	O4.3 A5.1+/A2.1
verhelderd	ADJ	O4.3
verheldering	NOUN	O4.3 A5.1+/A2.1
helderder	ADJ	O4.3 X9.1++ A7++ A10++ O4.1 N5.1++ W4
helderder	ADV	O4.3 X9.1++
helderst	ADJ	O4.3 X9.1+++ A7+++ A10+++ O4.1 N5.1+++ W4
helderst	ADV	O4.3 X9.1+++
helder	ADV	O4.3 E4.1+ A10+
helderheid	NOUN	O4.3 A10+
glans	NOUN	A5.1+++ X9.1+++ O4.3 B5 B1% O4.5 O4.2+ A5.2- C1 B4 W2 X5.2+ O4.1
briljant	ADJ	A5.1+++ X9.1+++ O4.3 S1.2.3+ X5.2+
briljant	ADV	A5.1+++ X9.1+++ O4.3 A13.3
brillo	PROPN	Z3c
rand	NOUN	B5 T1.2 A1.7+ O2 M7 S7.1+@ B1 S5+c A11.1- W3 H5 I1 M7/M3
overlopen	VERB	N5++ G1.2 S7.1- N5.2+
vol	ADJ	N5.1+ S5+++ A1.1.1/N5+ E6- I3.2+ S1.2.2+/F1 N5+++
zwavelsteen	NOUN	O1.1 O4.6+ S9
pekel	NOUN	F1/O4.1 O1.2
brengen	VERB	M2 A2.2
brenger	NOUN	A9-/S2mf
brengen	NOUN	M2 A2.2
randpolitiek	NOUN	A15-/X9.2+
zee	NOUN	W3 W3/M4
brioche	NOUN	F1
briket	NOUN	O1.1
levendig	ADJ	N3.8+ X5.2++ X5.2+ L1+% O4.3 A1.1.1 A4.2+
reuzel	NOUN	F1
levendig	ADV	N3.8+ X5.2+ A4.2+ O4.3
levendigheid	NOUN	N3.8+ X5.2+ O4.3
borstel	NOUN	L2 O2 B4/O2 S1.1.1
opstijven	VERB	E3- E5- A2.1/O4.5 L2
opgesteven	ADJ	O4.5
borstels	NOUN	L2 O2
stijf	ADJ	O4.1 O4.5 A1.7+ A2.1- B2- S1.2.1- A12- E3- A6.2- H1
brits	ADJ	Z2 Z2/S2mfnc
broos	ADJ	O4.5
broer	NOUN	S4m S5+/S2mf S2.2m S9/S2.2m S4mf
openen	VERB	Q2.2 A1.1.1% A10+ T2+ A1.1.1 B5
breed	NOUN	S2.1f W3
breed	ADJ	A4.2- A6.3+ N3.7+ N5+ Q3 X9.2-@ K5.1@
breedgedragen	ADJ	A6.3+
breeddenkend	ADJ	S7.4+/A1.7-
breedband	ADJ	Q1.3/Y2
zenden	VERB	Q4.3 M2 A2.2
uitzending	NOUN	Q4.3
uitzend	ADJ	Q4.3
uitzendbaar	ADJ	Q4.3
omroeper	NOUN	Q4.3/S2mf
verbreed	VERB	N3.7+/A2.1 N5+/A2.1 A4.2-/A2.1
verbreed	ADJ	N3.7+/A2.1 N5+/A2.1
breder	ADJ	A4.2-- N3.7++ N5++ A6.3++ X9.2--@ K5.1@
breedst	ADJ	A4.2--- N3.7+++ N5+++ A6.3+++ X9.2---@ K5.1@
breed	ADV	A13.4
broadsheet	NOUN	Q4.2
brokaat	NOUN	O4.1
broccoli	NOUN	F1 L3
folder	NOUN	Q4.1 Q1.2
klank	NOUN	B5 Q3 X3.2 A5.3- X3.2/N6+ E3- A8
grillen	VERB	F1 Q2.2 O4.6+ Q3
gril	NOUN	F1/O2 A6.2-
gebroken	ADJ	A1.1.2 A1.1.1 A1.9 S5- T2- E4.1-/A2.2 A2.1+ T1.3 Q2.1@ E4.1--
sloop	ADJ	O4.2-
makelaar	NOUN	I2.2/S2mf S8+/S2mf
makelaardij	NOUN	I2.2 S8+/S2mf I2.1
makelaars	NOUN	I2.2/S2mf S8+/S2mf
makelen	VERB	I2.1
parasol	NOUN	B5 O2
bromide	NOUN	O1 B3
bromiden	NOUN	O1
bronchiaal	ADJ	B1
bronchitis	NOUN	B2-
bronco	NOUN	L2
brons	ADJ	O4.3 B1/W4 O4.1
brons	NOUN	O1.1 O4.3
brons	VERB	O4.3
speld	NOUN	B5 O2
broden	VERB	E6- L2
broedend	ADJ	E6- O4.2 T1.3+ L2 S4
dulden	VERB	S7.4-
vegen	NOUN	B4/O2 B4 M2 M1 N3.6+/A2.1 X3.4 X9.2+
bezemsteel	NOUN	B4 S9/O2
bordeel	NOUN	S3.2/H1c
schoonbroer	NOUN	S4m
broederschap	NOUN	S5+c
broederlijk	ADJ	S4 S5+
broers	NOUN	S4m S2.2m S9/S2.2m S4mf
schoonbroers	NOUN	S4m
gebracht	VERB	M2 A2.2
voorhoofd	NOUN	B1
intimideren	VERB	S7.1+ E5 E5- Q2.1 E3-
geïntimideerd	VERB	S7.1+ E5 E5-
intimidatie	NOUN	S7.1+ E5 E5-
intimiderend	ADJ	S7.1+ E5 E5-
voorhoofdig	ADJ	B1
bruin	NOUN	O4.3 K1/S2.1f F1 B1/W4
bruin	ADJ	O4.3 B1/W4 A1.1.1 E3-
bruin	VERB	O4.3
slijmerig	ADJ	G2.2- O4.5 O4.2-
bruinpapier	ADJ	O4.1
bruinhuidig	ADJ	O4.1/O4.3
bruiner	ADJ	O4.3
brownfield	NOUN	M7
bruinig	ADJ	O4.3
bruinsteen	NOUN	H1
bladeren	NOUN	X2.4 L3 K1/T1.3
bladeren	VERB	X2.4
browser	NOUN	X2.4/S2mf Y2%
bladerend	ADJ	T1.2
geblauwd	VERB	B2- A1.1.2
vechtersbaas	NOUN	S1.2.5+/S2mf
verpletterend	ADJ	A1.1.2 X9.2+/G3 S7.1+ E4.1-
brunch	NOUN	F1
brunette	NOUN	O4.3/S2.1f
brunettes	NOUN	S2.1/O4.3f
bruschetta	NOUN	F1
borstelen	VERB	B4 A1.1.1
afwijzing	NOUN	A1.9 X7-
geborsteld	ADJ	O4.5
borstelen	NOUN	B4 A1.1.1
kwaststreek	NOUN	C1
struikgewas	NOUN	L3/A1.1.2 L3 N5+
kwastwerk	NOUN	C1
kortaf	ADJ	S1.2.1- N3.8+ S1.2.4- Q2.1/N5- T1.1.2 G3
kortaf	ADV	N3.8+ S1.2.1- T1.1.2
brutaliseren	NOUN	E3-
brutaliseren	VERB	E3-
beest	NOUN	E3-/S2mf S1.2.4-/S2mf
brûlée	NOUN	F1
knul	NOUN	T3-/S2mf S2mf S2.2m S4m O2
borrelen	VERB	O4.5 X3.2 A1.1.1 E1 Q2.1
bubblejet	NOUN	A4.1
borrelen	NOUN	A1.1.1
borrelend	ADJ	O4.1 X5.2+
zeeroover	NOUN	X9.2+/G2.2-/S2mf G2.1-/S2mf
zeerooverachtig	ADJ	X9.2+/G2.2-
hoef	NOUN	I1 L2mn L2 B1@
kicken	VERB	S8- M1
emmer	NOUN	O2 N5.1+ W4 A4.1
emmer	VERB	W4 A4.1
winkel	NOUN	I2.2/O2 I2.2/H1c I4/H1c I2.2 I3.1 A9+ A9+/H1
kicken	ADJ	S8- M1
kicken	NOUN	S8- M1
gesp	NOUN	B5 O4.4
gespen	VERB	B5 O4.4
gespen	ADJ	O4.4 B5
gespen	NOUN	B5
gespstop	NOUN	B5
hagel	NOUN	G3 W4 L3 A10- A7-/Q2.2
hertenleer	NOUN	O1.1
boekweit	VERB	L2/F1
landelijk	ADJ	M7 M7/N5.1+ F4/M7
knop	NOUN	L3 O2 S3.1% B5
ontluikend	ADJ	X7+ A2.1+/N3.8+
kameraad	NOUN	S3.1mf S3.1 S3.1/S2mf S2.2m P1/S2mf S3.1/S2.2m S3.2/S2mf S4/S2mf M4/S2.2m K5.2
verplaatsen	VERB	M1 M2 A2.1+ M6/A2.1+ I2.2
parkiet	NOUN	L2 L2mfn
begroting	NOUN	I1 G1.1/I1 I1.3-
begroten	VERB	I1
begrotings	ADJ	I1.1
begrotingen	NOUN	I1 G1.1/I1
parkieten	NOUN	L2mfn
knoppen	NOUN	L3 O2
knoppen	VERB	L3
geelbruin	ADJ	O4.3
buff	NOUN	X5.2+/S2mf
buffen	VERB	B4
buffalo	NOUN	L2mfnc
buffer	NOUN	M3 O1 S8+ S2.2m
bufferend	ADJ	S8+
buffet	NOUN	F1 W4 H5
buffet	VERB	A12- W4
bug	NOUN	B2- L2mfn X2.4/A10- Y2 E2- X5.2+ A12-
buggen	VERB	E3- X2.4/A10-
bug-eyed	ADJ	O4.1 O4.2
bugbear	NOUN	E2-
verdomme	NOUN	A5.1-/S2mf A12-
verdomme	VERB	A1.1.1 S3.2/B1% E3-%
verdomd	PRON	Z6/Z8
verdomd	ADJ	B1 A1.1.2 Z4 S3.2 S3.2/B1%
verdomd	NOUN	S3.2 S3.2/B1
buggies	NOUN	M3
buggy	ADJ	Y2
buggy	NOUN	M3
bugle	NOUN	K2
bugler	NOUN	K2/S2mf
bouwen	NOUN	B1/O4.4
bouwen	VERB	H1 A1.1.1 A5.1+/A2.1 N3.2+/A2.1
opbouw	NOUN	N5+/A2.1 N3.2+/A2.1 A1.1.1
bouwer	NOUN	H1/S2mf A1.1.1/S2mf
bouwers	NOUN	H1/S2mf A1.1.1/S2mf
gebouw	NOUN	H1 A1.1.1 A5.1+/A2.1 N3.2+/A2.1
gebouwen	NOUN	H1
ingebouwd	ADJ	O4.1 A6.2+ M6 O4.4 T1.2/T2-
ingebouwd	VERB	O4.1 T1.2/T2-
bebouwd	ADJ	H1
lamp	NOUN	O3 L3 O2 O2/W2
bolvormig	ADJ	O4.2- O4.4
lampen	NOUN	O3 L3 O2
bult	NOUN	O4.1 O4.4 A11.2+
bulten	NOUN	O4.1
bol	ADJ	O4.4
bollend	VERB	O4.4 A11.2+
bulimie	NOUN	B2-
bulimisch	ADJ	B2-
bulk	NOUN	N5+++
bulk	ADJ	N5.1+/I2.2
kloterig	ADJ	N3.2+
stier	NOUN	L2mn Q2.1/A5.2- B4
stier	VERB	B4
doelwit	NOUN	K5.2 X9.2+ X9.2+/K5.1 X7+ G3 K5.1
stierengevecht	NOUN	A1.1.1/K5 K1/L2 Z2 K5.1/H1
stier	ADJ	S7.3+
bulldog	NOUN	L2
bulldogs	NOUN	L2
bulldozeren	VERB	A1.1.2
bulldozer	NOUN	M3/A1.1.2 M3/A1.1.1
bulldozend	ADJ	A1.1.2
bulldozen	NOUN	A1.1.2
kogel	NOUN	G3 O4.4
opsomming	NOUN	Q1.2/Y2 N1/N4 Q1.2/N4
bulletin	NOUN	Q4.3 Q4.2
bulletins	NOUN	Q4
kogelvrij	ADJ	A15+/G3
stierengevechter	NOUN	K1/L2/S2mf
stierengevecht	VERB	K1/L2
stierlijster	NOUN	L2
stierkikker	NOUN	L2
stierhoorn	NOUN	A2.1/X3.2+
gepest	VERB	E3-
pesten	VERB	E3- Q2.2 E6-
goudstaven	NOUN	O2
stierachtig	ADJ	I2.1
stierkalf	NOUN	L2mn
stierkarren	NOUN	M3
stieren	NOUN	L2mn Q2.1/A5.2- B4
onzin	VERB	Q2.1/A5.2-
onzinverteller	NOUN	Q2.1/A5.1-/S2mf
onzinvertellen	NOUN	Q2.1/A5.1-
stierzweep	NOUN	O2
pester	NOUN	E3-/S2mf
pesterig	ADJ	E3-
pesterij	NOUN	E3-
bolwerk	NOUN	S8+ A10- O2 G3/M7 M7
rommelen	VERB	A9+ M1/K1 O4.1 X2.5- M1/N3.8-
rommel	ADJ	A5.1- B1
heuptasje	NOUN	B5
heuptasjes	NOUN	B5
broddelen	VERB	Q2.1
hommel	NOUN	L2
broddelend	ADJ	O4.2-
broddel	NOUN	Q1.2
teleurstelling	NOUN	A5.1- E3- E4.2-
stoten	VERB	A1.1.1 M1 E3- M2 S8+ Q2.2
stoot	NOUN	O4.4 E3- S7.1+ B5% A1.1.1 B3 L2 M1 X8+ B2-
gestoten	VERB	A1.1.1 M1 E3-
kofferbak	NOUN	M3
stoten	NOUN	A1.1.1 M1 E3- L2 Q2.2
stoot	VERB	A1.1.1 M1 E3-
opscheppend	ADJ	S1.2.3+
hobbelig	ADJ	O4.4 M1
bos	NOUN	N5+ S5+c W3/L3
bos	VERB	S5+
pakket	NOUN	O2 N5+ I1.1+ Y2 A1.8+ I1.1++
pakket	VERB	A1.1.1 M2 Y2
pakketten	NOUN	A1.1.1 M2 Y2 O2
bakkeleien	NOUN	F1
stop	NOUN	O2 T2- M8 M7@ O3 I2.2/Q2.2 M3 H4 Q3 K2 I1.3
stoppen	VERB	M2 A1.1.1 T2- M8 O3 I2.2/Q2.2 I3.1- M1 S8- H4 A1.1.1@
bungalow	NOUN	H1
gestopt	VERB	M2
bungy	NOUN	K5.1 K5.2 K1 G3/S2mf
stoppen	NOUN	M2 A1.1.1 T2- S8- M8 H4 A1.1.1@
stommelen	VERB	X9.2-
gestommeld	VERB	X9.2-
stommelaar	NOUN	X9.2-/S2mf
stommend	ADJ	X9.2-
hamer	NOUN	B2- O2
hamers	NOUN	B2-
bed	VERB	H4
bunker	NOUN	G3/H1 K5.1/W3
bunkers	NOUN	G3/H1
konijnen	NOUN	L2mfn
konijn	NOUN	L2mfn F1
broodjes	NOUN	F1 O2 M1 Q1.2
vlaggen	NOUN	O2 Q1.1 O2/H1
boei	NOUN	M4/O2 B5
boeien	VERB	S8+ G2.1/A1.7+ X5.1+ A1.1.1 A1.7+ S8-
drijfvermogen	NOUN	M4/O2
geboeid	VERB	S8+ X5.1+ X5.2+ S9%
geborreld	VERB	Q2.1
borrelend	VERB	Q2.1
last	NOUN	A12- O2 S6+ G2.2- G2.1
last	VERB	A12- M2
lastbeheer	NOUN	S7.1+
lastdeling	ADJ	S1.1.2+
lastdeling	NOUN	S1.1.2+
belast	VERB	A12- M2
belasten	VERB	A12- M2 I1.1/G1.1
lasten	VERB	A12- M2
lasten	NOUN	A12- O2
belastend	ADJ	A12-
bureau	NOUN	G1.1 H5
bureaucratie	NOUN	G1.1 S8-
bureaucraat	NOUN	G1.1/S2mf S8-/S2mf
bureaucratisch	ADJ	G1.1 S8-
bureaucratisme	NOUN	G1.1 S8-
bureaus	NOUN	G1.1 I2.1 H5
groeien	VERB	N3.8+/N3.2+ N3.2+/A2.1 A2.1+ A5.1+/A2.1 F4 N5++/A2.1
burger	NOUN	F1 M7/S2mf H4/S2mf G1.1/S2mf S5+/S2mf G3-/S2mf G2.1-/S2mf
burgers	NOUN	M7/S2mf H4/S2mf G1.1/S2mf S5+/S2mf
inbreker	NOUN	G2.1-/S2mf
inbreken	VERB	G2.1-
inbrak	VERB	G2.1-
inbrekend	VERB	G2.1-
burgundy	NOUN	O4.3
burgundy	ADJ	O4.3
begrafenis	NOUN	L1- L1-/S1.1.1
begrafenissen	NOUN	L1-
begraven	ADJ	A10- L1-
begraven	VERB	A10- L1- L1-/A1.1.1
jute	NOUN	O1.1
burleske	NOUN	S7.2-/Q1.2 S7.2-/K4
burley	ADJ	N3.2+
ruig	ADJ	O4.1/S1.2.5+ O4.4 O4.1 E3-
brand	NOUN	B2-/O4.6+ O4.6+
branden	VERB	O4.6+ E1 A1.5.1 I3.1- G3 M2 A2.2 Q2.2
uitbranding	NOUN	B2- O3/A1.1.2
verbrand	ADJ	O4.6+ O4.6
verbrand	VERB	O4.6+ E1 A1.5.1
uitgebrand	ADJ	A1.1.2
brander	NOUN	O2/O4.6+
branders	NOUN	O4.6+
branding	NOUN	O4.6+ E1 A1.5.1
brandend	VERB	O4.6+ E1 A1.5.1
poetsen	VERB	A5.1+/A2.1 A9- B4 X2.4
gepoetst	ADJ	O4.1 O4.2+
burpee	NOUN	K5.1
burr	NOUN	L3
burr	VERB	X3.2 Q3
burrito	NOUN	F1
burritos	NOUN	F1
hol	NOUN	H4/L2 H2 A10-/M7 L2/H4
graven	VERB	A1.1.1 X2.4 A1.1.1/E4.2+ E2+ S8+ X7+
holen	NOUN	L2/H4
kasier	NOUN	I1/S2mf
gebarsten	ADJ	A1.1.2 A1.1.1 X3.2
barsten	VERB	A1.1.2 A1.1.1
barstend	VERB	A1.1.2 A1.1.1
explosies	NOUN	N5 A1.1.2
bus	NOUN	M3fn O2
bus	VERB	M3
busstop	NOUN	M3/M7
busstops	NOUN	M3/M7
bussen	NOUN	M3fn M3 O2
bussen	VERB	M3
struiken	VERB	N3.2+
struik	NOUN	L3 W3 B4
bosbrand	NOUN	A1.1.2
struikachtig	ADJ	O4.1 L3
staart	ADJ	L2 O4.1
drukker	ADJ	A1.1.1/N5++
drukst	ADJ	A1.1.1/N5+++
druk	ADV	A1.1.1
bedrijf	NOUN	I2.1 A1.1.1 A5.1+++
bedrijfsvriendelijk	ADJ	I2.1/S8+
bedrijfsgeïnspireerd	ADJ	I2.1
bedrijfsgeleid	ADJ	I2.1/S7.1+
zakelijk	ADJ	I3.2+ I2.1/Q1.2 I2.1 S1.2.6+
businessschool	ADJ	I2.1/P1
business-to-business	ADJ	I2.1
business-to-consumer	ADJ	I2.1
business-to-customer	ADJ	I2.1
bedrijfskundig	ADJ	I2.1
zakenman	NOUN	I2.1/S2.2m
zakenlieden	NOUN	I2.1/S2.2m
zakenvrouw	NOUN	I2.2/S2.1
busk	VERB	K2
busker	NOUN	K2/S2mf
buskers	NOUN	K2/S2mf
busking	NOUN	K2
busking	VERB	K2
buslading	NOUN	M3/N5+
busladingen	NOUN	M3/N5+
busman	NOUN	I3.2/M3/S2mf
bussle	NOUN	M1
buster	NOUN	S8-
gedrang	NOUN	A1.1.1 B5@
gedrang	VERB	N3.8+
druk	ADJ	M1 A1.1.1/N5+ A9- S1.2.3+
druk	VERB	A1.1.1 X5.1+
druk-druk	ADJ	A1.1.1/N5+ X5.1+ A1.5.1 S6+
kwebbelaar	NOUN	S1.1.3+++/S2mf
maar	CCONJ	Z5
maar	SCONJ	Z5
maar	ADP	Z5
maar	ADV	A13.6
butaan	NOUN	O1.3
butch	ADJ	S2.2/S1.2.3+ S2.1-/O4.2
slachten	VERB	L1- F1% L1-/F1 S7.1+
slagers	NOUN	F1/S2mf L1-/S2mf S7.1+/S2mf K5.1/S2mf
butler	NOUN	S7.1-/S2mf S7.1-/S2.2m
butlers	NOUN	S7.1-/S2mf
maar	NOUN	Q2.2
boter	NOUN	F1 F1/H2
boteren	VERB	F1 Q2.2
boterbloem	NOUN	L3
boterbloemen	NOUN	L3
gesmeerd	ADJ	F1
vlinders	NOUN	L2mfn E5-
vlinder	NOUN	L2mfn M4
boteren	NOUN	F1 Q2.2
karnemelk	NOUN	F1 F2 O2
buttermint	NOUN	F1
buttermints	NOUN	F1
boterachtig	ADJ	F1
bil	NOUN	B1
knopen	VERB	B5 S1.1.1
knopen	ADJ	B5
knoopsgat	NOUN	B5 L3
knopsgaten	NOUN	B5 L3
steun	NOUN	H1 W3 S8+ L2 O2 O2/K4 K5.1/S2mf
aankoop	NOUN	I2.2 A9+
kopen	VERB	I2.2 A9+
overname	NOUN	I2.2 S7.1+
overnames	NOUN	I2.2 S7.1+
aankopen	NOUN	I2.2
terugkoop	NOUN	I2.2
terugkopen	NOUN	I2.2
kopen	ADJ	I2.2
zoemen	VERB	X3.2 A1.1.1 M1 E3-@ K2 X3.2+
zoem	NOUN	X3.2 X5.2+ Q1.3 A1.1.1 M1 E3-@ K2
buizerd	NOUN	L2mfn
zoemde	VERB	X3.2 A1.1.1 M1 E3-@
zoemer	NOUN	O3
buzzword	NOUN	Q3
door	ADP	Z5
bij	ADV	M6
tussenverkiezing	NOUN	G1.2/X7+
byline	NOUN	A11.1-
omleiding	NOUN	M3 B3
nevenproduct	NOUN	O1
doei	INTJ	Z4 S1.1.1
doei	NOUN	S1.1.1
verordening	NOUN	G2.1 Q2.2
verordeningen	NOUN	G2.1 Q2.2
verleden	ADJ	T1.1.1
omzeilen	VERB	M1/M3 A1.9 S8- A1.7+ M1
omstander	NOUN	X3.4/S2mf
omstanders	NOUN	X3.4/S2mf
byte	NOUN	Y2
bijweg	NOUN	M3
bijwegen	NOUN	M3
spreekwoorden	NOUN	A4.1/A6.2+ Q3 A5.1-
kom	VERB	Z4
c/o	ADP	Q1.2
taxi	NOUN	M3fn
cabaret	NOUN	K2
koolblad	NOUN	L3
taxichauffeur	NOUN	M3/S2mf
taxichauffeurs	NOUN	M3/S2mf
hut	NOUN	H1 H2 M3 M4 M5 H4 K2
kabinet	NOUN	H5 G1.1
timmerman	NOUN	C1/S2mf I3.2/H1/S2mf
kabinetten	NOUN	H5 G1.1
kabel	NOUN	O3 O2 Q1.3 Q4.3
kabeltelevisie	VERB	Q1.3
helemaal	NOUN	O2
cabine	NOUN	M3 F1/O3
cache	NOUN	A9+/A10- Y2
cachen	VERB	A9+/A10- Y2
caches	NOUN	A9+/A10- Y2
cachet	NOUN	A11.1+
caching	NOUN	A9+/A10- Y2
caching	ADJ	A9+/A10- Y2
gekwetter	NOUN	X3.2
cactus	NOUN	L3
schaap	NOUN	G2.2-/S2.2m L2mfnc
cadans	NOUN	Q3 K2 X3.2 X3.2/N6+
kandidaat	NOUN	G3/P1/S2mf G2.1/P1/S2mf G1.2/S2mf I3.1/S2mf P1/S2mf A7+ A1.2+
cadmium	NOUN	O1.1
cadre	NOUN	S7.1+/S2mf
cadres	NOUN	S7.1+/S2mf
keizersnede	ADJ	B3
keizersnede	NOUN	B3
café	NOUN	F1/H1 F1/H1c F2/H1
café-bar	NOUN	F1/H1
cafés	PROPN	F1/H1
cafés	NOUN	F1/H1 F2/H1
cafetaria	NOUN	F1/H2 F1/H1 F1/O2
cafetière	NOUN	O2/F2
cafeïne	NOUN	O1
kooi	NOUN	H1/L2
opsluiten	VERB	A1.7+ G2.1
opgesloten	ADJ	A1.7+
voorzichtig	ADJ	A10- A1.3+ E6- S1.2.2+ S1.2.3- S1.2.6+
gezelschap	NOUN	S5+ S3.1
taart	NOUN	F1 I1.1 G2.2-/S3.2/S2.1f
taart	VERB	O4.1
rampen	NOUN	A5.1- O2 A1.1.2
rampzalig	ADJ	A5.1- A5.1--- X9.2-
ramp	NOUN	A5.1- A5.1--- X9.2- A1.1.2/W4 O2
verkalkt	ADJ	A2.1 O4.5/A2.1
calcium	NOUN	O1
berekenbaar	ADJ	N2 X7+
berekenen	VERB	N2 X7+ X2.4 Y2
berekend	ADJ	X7+ N2 Y2
berekenend	ADJ	X2.4 N2
berekening	NOUN	N2 X2.4 Y2
berekeningen	NOUN	N2 X2.4
rekenmachine	NOUN	Y2/N2 Y2
rekenmachines	NOUN	Y2/N2
calculus	NOUN	N2
kalender	NOUN	O2/T1.3 T1.1 Q1.2 T1
kalf	NOUN	L2mfn B1 O1.1
kalibreren	VERB	N3.1 B5
kaliber	NOUN	X9.1 G3/N3.1
katoen	NOUN	O1.1
oproep	NOUN	Q2.2 S1.1.1 Q1.3 X7+ S9% A9+ G3
bellen	VERB	Q2.2 S1.1.1 Q1.3 S9% X3.2 A8 O4.4
terugbel	NOUN	Q1.3 M1 Q2.2
prostituee	NOUN	S3.2/S2.1f
genoemd	ADJ	Q2.2
opgeroepen	ADJ	Q1.3 A9+ G3
beller	NOUN	Q1.3/S2mf S1.1.1/S2mf Q2.2/S2mf K1/S2mf
calligrafie	NOUN	C1/Q1.2
roeping	NOUN	Q2.2 S1.1.1 Q1.3 I3.1 S9% S9@
schuifmaat	NOUN	B3
callisthenics	NOUN	K5.1
hard	ADJ	E3-/S1.2 O4.5 A12- S1.2.5+ O4.1 X5.2+ O4.2-
hardvochtigheid	NOUN	E3-/S1.2
oproepen	NOUN	Q2.2 S1.1.1 Q1.3 X7+ S9%
kalmeren	VERB	E3+ E4.2+ B3 S8+
kalmte	NOUN	E3+ E4.2+
kalm	ADJ	E3+ E4.2+
kalmer	ADJ	E3++ E4.2++
kalm	ADV	E3+ E4.2+ O4.6- S1.2.1- O4.2+ E6+
calorie	NOUN	N3/F1
calorieën	VERB	N3/F1
calorieën	NOUN	N3/F1
