lemma	pos	semantic_tags
millet	PROPN	Z3c
millett	PROPN	Z1mf
milligan	PROPN	Z3c Z1mf
millom	PROPN	Z2
millor	PROPN	Z2
mills	PROPN	Z1mf
millwall	PROPN	Z2 Z3c
milne	PROPN	Z1mf
milton	PROPN	Z1mf Z2
milwall	PROPN	Z2 Z3c
milward	PROPN	Z1mf
milwaukee	PROPN	Z2
mimi	PROPN	Z1f
mimosablomst	NOUN	L3
mind	PROPN	Z3c
mindanao	PROPN	Z2
minder	PROPN	Z3c
hånløst	ADV	S1.2.6- X5.2-
minehead	PROPN	Z2
ming	PROPN	Z1mf
minh	PROPN	Z1m
mini-grip	ADJ	A1.7+
minneapolis	PROPN	Z2
minnesota	PROPN	Z2
minnow	PROPN	Z2
minogue	PROPN	Z1mf
minorca	PROPN	Z2
minories	PROPN	Z3
katedral	NOUN	S9/H1
mintel	NOUN	Z3c
mintons	PROPN	Z3c
mintzberg	PROPN	Z1
miranda	PROPN	Z1f
miras	PROPN	Z3c
miri	PROPN	Z2
miriam	PROPN	Z1f
mirzan	PROPN	Z1m
misada	PROPN	Z2
mischievous	PROPN	Z3c
misérables	PROPN	Z3
mishing	PROPN	Z2
missenden	PROPN	Z2
misshigan	PROPN	Z2
missionær	NOUN	S9/S2mf
missionær	PROPN	Z3
mississippi	PROPN	Z2
fru	NOUN	S4f S2.1f
mistress	PROPN	S2.1f
misys	PROPN	Z1
mitchell	PROPN	Z1mf
mitsubishi	PROPN	Z3c/M3
mitsui	PROPN	Z3c
mitsy	PROPN	Z3
mitterand	PROPN	Z1mf
mitterrand	PROPN	Z1mf
mm	INTJ	Z4
mmm	INTJ	Z4
mmmm	INTJ	Z4
moasic	PROPN	Z3
moba	PROPN	Z3c
mobil	PROPN	Z3c
mobileone	PROPN	Z3c/O1.3
mobilo	PROPN	Z3
moby	PROPN	Z1
modigliani	PROPN	Z1mf
mogadishu	PROPN	Z2
mohamad	PROPN	Z1m
mohammed	PROPN	Z1m
mohammedanere	PROPN	S9
mohan	PROPN	Z2
mohawk	NOUN	Z2/S2mf K5.1/S5+
mohawker	NOUN	Z2/S2mf K5.1/S5+
mohikanere	PROPN	Z2
moira	PROPN	Z1f
molby	PROPN	Z1mf
moldavien	PROPN	Z2 Z1mf
moldovisk	NOUN	Z2/S2mf
moldovisk	ADJ	Z2
moldoviere	NOUN	Z2/S2mf
moldt	PROPN	Z1
mole	PROPN	Z1mf
molesey	PROPN	Z2
molian	PROPN	Z1
molly	PROPN	Z1f
mombassa	PROPN	Z2
momentum	PROPN	Z3c
mon	PROPN	T1.3 Z2/S2mf
mona	PROPN	Z1f
monaco	PROPN	Z2
monasons	PROPN	Z3c
moncrieff	PROPN	Z1mf
mandag	PROPN	T1.3
mandage	NOUN	T1.3
monegasker	PROPN	Z2/S2mf
monet	PROPN	Z1mf
moneypenny	PROPN	Z3c Z1mf
mongolsk	ADJ	Z2
mongol	NOUN	Z2/S2mf Z2/Q3
mongoler	NOUN	Z2/S2mf
monica	PROPN	Z1f
monisha	PROPN	Z1f
munk	PROPN	Z1mf
måner	PROPN	Z3
monknash	PROPN	Z2
monlika	PROPN	Z3c
monroe	PROPN	Z1mf Z3
monrovia	PROPN	Z2
monsa	PROPN	Z2
monseigneur	PROPN	S7.1+/S2.2m
monserrat	PROPN	Z2 Z1mf
monsieur	NOUN	S2.2m
monsun	PROPN	Z3c
mont	PROPN	Z2
montague	PROPN	Z1mf
montana	PROPN	Z2
montegos	PROPN	Z3c
montenegrinere	PROPN	Z2/S2mf
montessori	PROPN	Z1mf Z3c
montevellier	PROPN	Z2 Z1mf
montford	PROPN	Z1mf
montgomery	PROPN	Z1mf
monton	PROPN	Z2
montreal	PROPN	Z2
montserrat	PROPN	Z2
monty	PROPN	Z1m
moor	PROPN	Z2 Z1mf Z3c
moorcroft	PROPN	Z3 Z1mf
moore	PROPN	Z1mf
moorgate	PROPN	Z2
moorhaven	PROPN	Z2
moorhead	PROPN	Z1mf
morsk	ADJ	Z2
morag	PROPN	Z1f
morart	PROPN	Z1mf
morads	NOUN	W3
moraver	PROPN	Z2/S2mf
mordoviere	PROPN	Z2/S2mf
more	PROPN	Z3c
morecambe	PROPN	Z2 Z1mf
morefoot	PROPN	Z3c
morell	PROPN	Z1mf
morgan	PROPN	Z1mf
moritz	PROPN	Z2 Z1mf
morley	PROPN	Z1mf Z2
mormoner	NOUN	S9/S2mf
marokkaner	NOUN	Z2/S2mf
marokkansk	ADJ	Z2
marokkanere	NOUN	Z2/S2mf
marokko	PROPN	Z2
morpass	PROPN	Z1mf
morpeth	PROPN	Z2 Z3c
morphy	PROPN	Z3c Z1mf
morris	PROPN	Z1mf
morrison	PROPN	Z1mf
morrissey	PROPN	Z1mf
morse	PROPN	Z1mf Z1
morticia	PROPN	Z1f Z3fn
mortimer	PROPN	Z1mf
morton	PROPN	Z1mf
moskva	PROPN	Z2
moseley	PROPN	Z2 Z1mf
moselle	PROPN	Z2 F2
mosely	PROPN	Z2 Z1mf
mose	PROPN	Z1m
myg	PROPN	Z3
moss	PROPN	Z1mf
moss-side	PROPN	Z2
mossad	PROPN	Z3c
mothercare	PROPN	Z3c
mothercombe	PROPN	Z2
motherwell	PROPN	Z2 Z3c
motor	PROPN	Z3c
motorcraft	PROPN	Z3c
motorcycling	PROPN	Z3c
motorhead	PROPN	Z3c
motorola	PROPN	Z3c
motorworld	NOUN	Z3
motsford	PROPN	Z1mf
mottram	PROPN	Z1m
motz	PROPN	Z3c
mouldy	PROPN	Z1mf
mount	PROPN	W3
mountbatten	PROPN	Z1mf
mounteplain	PROPN	Z2
mountford	PROPN	Z1mf
mountgould	PROPN	Z2
mountview	PROPN	Z3c
mousehole	PROPN	Z2
mouther	PROPN	Z1mf
mowbray	PROPN	Z1mf
moygashi	PROPN	Z1mf Z3
mosambikaner	NOUN	Z2/S2mf
mosambikanere	NOUN	Z2/S2mf
mozambique	PROPN	Z2 G3%
mozart	PROPN	Z1m/K2
hr.	PROPN	S2.2m
muddeford	PROPN	Z2
muffin	NOUN	F1
muffin	PROPN	Z3mn
mugabe	PROPN	Z1
muhibbah	PROPN	Z3c
muir	PROPN	Z1mf
mujahideen	PROPN	Z3
muji	PROPN	Z1
mulberry	PROPN	Z1mf
mulcahy	PROPN	Z1
mull	PROPN	Z2
mullen	PROPN	Z1mf
müller	PROPN	Z1mf
mullion	PROPN	Z2
multimate	PROPN	Z3c
multiserve	PROPN	Z3c
mumbles	NOUN	Z2
mumbles	PROPN	Z2
munchie	PROPN	Z3
mungo	PROPN	Z1m
münchen	PROPN	Z2 Z3c
munsley	PROPN	Z2
muppets	NOUN	K5.2
murdoch	PROPN	Z1mf
murdochs	PROPN	Z3c
murdock	PROPN	Z1mf
murdocks	PROPN	Z3c
murfield	PROPN	Z2
muriel	PROPN	Z1f
murphy	PROPN	Z1mf
murphys	PROPN	Z3c
murray	PROPN	Z1
murraybank	PROPN	Z2
murrayfield	PROPN	Z2
murrays	PROPN	Z3c Z1mf
murreyfield	PROPN	Z2
muscles	PROPN	Z3mf
musiker	NOUN	K2/S2mf
musk	PROPN	Z3
musketerer	NOUN	G3/S2m G3/S2.2m
muslimer	NOUN	S9/S2mf
musselin	NOUN	O1.1
musorgsky	PROPN	Z1mf
mustang	PROPN	Z3
mustapha	PROPN	Z1m
muswell	PROPN	Z2
mytteri	NOUN	E3-/S7.1
mutley	PROPN	Z2 Z3mn
mutual	PROPN	Z3c
mutuals	PROPN	Z3c
muzyka	PROPN	Z1
mwalabunju	NOUN	Z1mf
mwanawasa	PROPN	Z1
mwldan	PROPN	Z2
mwnt	PROPN	Z2
myanmar	PROPN	Z2
myon	ADJ	Z2
myon	NOUN	Z2/S2mf
mysamara	PROPN	Z2
mythrin	PROPN	Z3c
nafi	PROPN	Z3c
napec	PROPN	Z3c
nasa	PROPN	Z3 Z1
nasdaq	PROPN	Z3c
nato	PROPN	Z3 Z3c
natvacs	PROPN	Z3/I3.1
nawem	PROPN	Z3c
nbq	PROPN	Z3c
nbs	PROPN	Z3c
ncb	PROPN	Z3c
ncl	PROPN	Z3c
ncp	PROPN	Z3c
ncvq	PROPN	P1
ncvq	NOUN	P1
ndc	PROPN	Z3
nds	NOUN	B3
neb	PROPN	Z3c
nec	PROPN	Z2 Z3c
nei	PROPN	Z3c
nel	PROPN	Z3c
nes	PROPN	Z3c
nfc	PROPN	Z3c
nfl	PROPN	G3
nft	PROPN	Z3c
ngo	NOUN	G1.1-/S5+
ngo'er	NOUN	G1.1-/S5+
ng'er	PROPN	Z3
nh	PROPN	Z2
nhl	PROPN	Z3c
nhs	PROPN	Z3c
ni	PROPN	I1/A15-
nic	PROPN	Z3c
nitc	PROPN	Z3
nkk	PROPN	Z3
nld	PROPN	Z3
nm	PROPN	Z3c
nme	PROPN	Z3c
nneb	PROPN	Z3c
nod	PROPN	Z3c
noplat	PROPN	I1
npd	PROPN	Z3c
npi	PROPN	Z3c
npl'er	PROPN	Z3
npv	PROPN	I1.3
nra	NOUN	B1
nra	PROPN	Z3c
nrs	PROPN	Z3c
nsf	PROPN	Z3c
nsgcc	PROPN	Z3c
nspcc	PROPN	Z3c
nswk	PROPN	Z3
nswsb	PROPN	Z3
nt	PROPN	Z3c
nta	NOUN	Q4.3/S2mf
ntf	PROPN	Z3/I1.1
nu	PROPN	Z3c
nuj	PROPN	Z3c
nupe	PROPN	Z3c
nvq	NOUN	P1
nvq1	PROPN	P1
nvq2	PROPN	P1
nvq'er	NOUN	P1
nwfp	PROPN	Z3
ny	PROPN	Z2
nz	PROPN	Z2
nactem	PROPN	Z3/G1.1c/Y2/X2.2+
nabarro	PROPN	Z1m
nabrasca	PROPN	Z2
naccache	PROPN	Z1mf
nados	PROPN	Z3c
naffe	PROPN	Z3c
naga	PROPN	Z2/S2mf
nagasaki	PROPN	Z2
naggshead	PROPN	Z3c
nairobi	PROPN	Z2
naisby	PROPN	Z2
najdecki	PROPN	Z1m
nakayama	PROPN	Z1mf
nalgo	PROPN	Z3c
namibia	PROPN	Z2
namibier	NOUN	Z2/S2mf
namibiere	NOUN	Z2/S2mf
nancy	PROPN	Z1f Z2
nanking	PROPN	Z2
nansen	PROPN	Z1
nantgarw	PROPN	Z2
naomi	PROPN	Z1f
napa	PROPN	Z2
napier	PROPN	Z1mf Z3c
napoli	PROPN	Z2 Z3c
napoleon	PROPN	Z1m
napoleonsk	ADJ	T1.1.1
nardelli	PROPN	Z1
nares	PROPN	Z1mf
narita	PROPN	Z2
nasda	PROPN	Z3c
naseby	PROPN	Z2
nash	PROPN	Z1mf
nasirbagh	PROPN	Z2
nat	PROPN	Z1m
nat.pro.	PROPN	Z3c
nat.prov.	PROPN	Z3c
natwest	PROPN	Z3c
natal	PROPN	Z2
natalie	PROPN	Z1f
natasha	PROPN	Z1f
natassia	PROPN	Z1f
nathada	PROPN	Z2
nathan	PROPN	Z1m
nathaniel	PROPN	Z1m
national	PROPN	Z3c
nationalist	ADJ	M7/S5+
julehøjtid	NOUN	S9/T2+
natlie	PROPN	Z1f
nauru	PROPN	Z2
nauruer	NOUN	Z2/S2mf
nauticalink	PROPN	Z3c
nautilus	PROPN	Z3fn
navana	PROPN	Z2
navi	PROPN	Z1
naxos	PROPN	Z2 Z3c
nayalan	PROPN	Z2
nazareth	PROPN	Z2
nazistisk	ADJ	G1.2
nazist	NOUN	G1.2/S2mf
nazisme	NOUN	G1.2
nazir	PROPN	Z1m
ndebele	PROPN	Z2/S2mf
neadham	PROPN	Z2
neale	PROPN	Z1mf
neath	PROPN	Z2
ned	PROPN	Z1m
nålearbejde	NOUN	C1 O2 B5 A1.1.1
neely	PROPN	Z2
neeman	PROPN	Z1mf
neeson	PROPN	Z1mf
neff	PROPN	Z1mf
negeri	PROPN	Z2
naboer	PROPN	Z3c
neil	PROPN	Z1mf
neill	PROPN	Z1m
nell	PROPN	Z1f
nellie	PROPN	Z1f
nelly	PROPN	Z1f
nelson	PROPN	Z1mf
neo-imperialisme	PROPN	G1.2/X2.1
napolitansk	PROPN	Z3
nepal	PROPN	Z2
nepaleser	PROPN	Z2/S2mf
neptun	PROPN	Z1/W1 S9/T1.1.1@
nerissa	PROPN	Z1f
nesbitt	PROPN	Z1mf
nescafé	PROPN	Z3c
nescliffe	PROPN	Z2
nesco	PROPN	Z3c
nessie	PROPN	Z3fn
nestlé	PROPN	Z3c
netbaseret	ADJ	Y2
netvalue	PROPN	Z3
netheredge	PROPN	Z2
nederlandsk	NOUN	Z2/S2mf
nederlandere	NOUN	Z2/S2mf
nederlandene	PROPN	Z2 Z3c
netherthorpe	PROPN	Z2
netherton	PROPN	Z2
netscape	PROPN	Z3c/Y2
neurologi	NOUN	B3
neutrino	NOUN	O1
nev	PROPN	Z1m
nevada	PROPN	Z2 Z3c
nevers	PROPN	Z2
neville	PROPN	Z1mf
nevis	PROPN	Z2
nytår	PROPN	Z3
newark	PROPN	Z2
newbiggen	PROPN	Z2
newbury	PROPN	Z2
newcastle	PROPN	Z2
newdicott	PROPN	Z2
newgate	PROPN	Z2 H1/G2.1
newington	PROPN	Z2
newlands	PROPN	Z2
newlyn	PROPN	Z2
newman	PROPN	Z1
newmarket	PROPN	Z2
newport	PROPN	Z2
newquay	PROPN	Z2
newry	PROPN	Z2
nyhedsbureau	NOUN	Q4.2/I2.2 Q4.2
newsnight	PROPN	Z3
newswise	PROPN	Z3/Y2/X2.2+
newton	PROPN	Z1mf Z2
newtown	PROPN	Z2
næste	PROPN	Z3c
ng	PROPN	Z1
niagara	PROPN	Z2
nicaragua	PROPN	Z2
nicaraguenser	NOUN	Z2/S2mf
nicaraguanere	NOUN	Z2/S2mf
nicey	PROPN	Z1m
nichola	PROPN	Z1f
nicholas	PROPN	Z1m
nichole	PROPN	Z1f
nichols	PROPN	Z1mf Z3c
nicholson	PROPN	Z1mf
nick	PROPN	Z1m
nickelodeon	PROPN	Z3
nicky	PROPN	Z1f
nicola	PROPN	Z1f
nicole	PROPN	Z1f
nieh	PROPN	Z1
niel	PROPN	Z1m
nielsen	PROPN	Z1mf
nigel	PROPN	Z1m
niger	PROPN	Z2
nigeria	PROPN	Z2
nigerianer	NOUN	Z2/S2mf
nigeriansk	ADJ	Z2
nigerianere	PROPN	Z2/S2mf
nigerier	NOUN	Z2/S2mf
nigerianere	NOUN	Z2/S2mf
nattergalen	PROPN	Z1mf
nike	PROPN	Z3c
nikon	PROPN	Z3c
nikwax	PROPN	Z3c
nilen	PROPN	Z2
nincity	PROPN	Z3c
nina	PROPN	Z1f
ninex	NOUN	Z3c
ningkang	PROPN	Z2
ningkang	NOUN	W3
nintendo	NOUN	Z3
nipon	PROPN	Z3
niro	PROPN	Z1mf
nirvana	PROPN	Z3c S9
nissan	PROPN	Z3c
niuanere	PROPN	Z2/S2mf
nivea	PROPN	Z3c
niven	PROPN	Z1mf
nixon	PROPN	Z1 Z3c
nizam	PROPN	Z1m
noah	PROPN	Z1m
nobel	PROPN	Z1
nobu	PROPN	Z1
noel	PROPN	Z1m
nokia	PROPN	Z3
nolan	ADJ	Z2
nolan	NOUN	Z2/S2mf
nolan	PROPN	Z1mf
nomade	NOUN	M1/S2mf
nomader	NOUN	M1/S2mf
nomadu	NOUN	Z3
nomura	PROPN	Z3c
ikke-kommerciel	ADJ	I2.1-
ikke-eksisterende	ADJ	A3-
ikke-verbalt	ADV	Q3-
nonesuch	PROPN	Z3c
nong	PROPN	Z1
nora	PROPN	Z1f
norbert	PROPN	Z1m
norbury	PROPN	Z2 Z1mf
nordisk	ADJ	Z2
nordin	PROPN	Z1
nordstrom	PROPN	Z3c
norfield	PROPN	Z2
norfolk	PROPN	Z2 Z1mf
noriega	PROPN	Z1mf
norma	PROPN	Z1f
norman	PROPN	Z1mf Z2/S2mf
normannisk	ADJ	T3+++
normandiet	PROPN	Z2
normanisme	NOUN	Z2
normanton	PROPN	Z2
nordmand	NOUN	Z2
nord-syd	NOUN	Z2
nordvest	NOUN	M6 M7
northampton	PROPN	Z2
northamptonshire	PROPN	Z2 Z3c
northants	PROPN	Z2
northbridge	PROPN	Z2
northcliffe	PROPN	Z1mf
northend	PROPN	Z2 Z3c
northfield	PROPN	Z2
northgate	PROPN	Z2
northshields	PROPN	Z2
northumberland	PROPN	Z2 Z1mf
northumbria	PROPN	Z2
nordumbrisk	ADJ	Z2
northwestern	PROPN	Z3
northwood	PROPN	Z3c
norton	PROPN	Z2 Z1mf
norge	PROPN	Z2 Z3c
norweger	NOUN	Z2/S2mf
norsk	ADJ	Z2 Z2/Q3
norgere	NOUN	Z2/S2mf
norwich	PROPN	Z2
norwood	PROPN	Z2
nottingham	PROPN	Z2
nottinghamshire	PROPN	Z2
notts	PROPN	Z2
nov	PROPN	T1.3
nova	PROPN	Z3
noveau	PROPN	Z3/F2
november	PROPN	T1.3
nuba	PROPN	Z2/S2mf
nuer	PROPN	Z2/S2mf
nuffield	PROPN	Z3c Z1mf
number10	PROPN	Z2
nunko-nono	PROPN	Z2
nurenberg	PROPN	Z2 Z3c
nurofen	NOUN	B3
nutcracker	PROPN	Z3
nuvomedia	PROPN	Z3c
nyra	PROPN	Z2
o'brien	PROPN	Z1
o'briens	PROPN	Z1mf
o'connor	PROPN	Z1mf
o'groats	PROPN	Z2
o'hare	PROPN	Z1mf Z2
o'levels	NOUN	P1
over	ADP	N5.2+ T2- Z5
o'level	PROPN	P1
o'level	NOUN	P1
o-level	NOUN	P1
o.f.m.cap	PROPN	Z3c
o.s.b.	PROPN	Z3c
oap	NOUN	T3+/S2mf
oaps	NOUN	T3+/S2mf
oas	PROPN	Z3
oau	PROPN	Z3
oaur69	PROPN	G2.1/Z2
ocas	PROPN	Z3
ocha	PROPN	Z3
ocu	NOUN	G2.1c
ocus	NOUN	G2.1c
od	VERB	F3
od	NOUN	F3 F3/S2mf
odp	NOUN	S7.4+/M1
oecd	PROPN	Z3
ohb	PROPN	Z3c
ohchr	PROPN	Z3
ohp	PROPN	O3
okay	ADJ	A5.1+ Z4
onc	NOUN	P1
ond	NOUN	P1
onh	NOUN	P1
opcs	PROPN	Z3c
opec	PROPN	Z3
or	NOUN	I2.1/X2.4
osce	PROPN	Z3
osk	PROPN	Z3
ot	NOUN	B3/S2mf S9/Q4.1
ott	ADJ	N5.2+
ovm	PROPN	Z3c
oyl	PROPN	Z3
oakhurst	PROPN	Z2
oakley	PROPN	Z2 Z1mf
oasis	PROPN	Z3c
oates	PROPN	Z1mf
oban	PROPN	Z2
oben	PROPN	Z2
fed	ADJ	N3.4+ N3.2+ N5+ O4.4 O4.2 O4.2- B2-
observatorium	NOUN	Y1/H1
observer	PROPN	Z3c
oceanien	PROPN	Z2
oceani	NOUN	Z2/S2mf
oceanisk	ADJ	Z2
oceaniere	NOUN	Z2/S2mf
ochancroove	PROPN	Z2
ockley	PROPN	Z2
octavia	PROPN	Z1f
oktober	PROPN	T1.3
oddessey	PROPN	Z3c
odeon	PROPN	Z3c
odysseen	NOUN	Z3 M1
ødipal	ADJ	X1
oedipus	PROPN	Z1m
offertorium	NOUN	S9
ofsted	PROPN	Z3c
oftel	PROPN	Z3c
ofwat	PROPN	Z3
ogmore	PROPN	Z2
oh	INTJ	Z4
ohio	PROPN	Z2
oi	PROPN	Z1
ojwatch	PROPN	Z3c
okay	INTJ	Z4
oka	PROPN	Z2
okeechobee	PROPN	Z2
okehampton	PROPN	Z2
oklahoma	PROPN	Z2
olands	PROPN	Z3c
olavs	PROPN	Z1f
oldbury	PROPN	Z2
oldermarston	PROPN	Z2
oldham	PROPN	Z2 Z1mf Z3c
oldy	PROPN	Z3c
ole	PROPN	Z2
olive	PROPN	Z1mf
oliver	PROPN	Z1m
olivers	PROPN	Z3c
olivetti	PROPN	Z3c
olivia	PROPN	Z1f
olivier	PROPN	Z1mf Z3c
ollen	ADJ	Z1
olswang	PROPN	Z1
olympia	PROPN	Z2 Z1f
olympic	PROPN	Z3c
omaha	PROPN	Z2
oman	PROPN	Z2
omand	PROPN	Z1
omaner	NOUN	Z2/S2mf
omar	PROPN	Z1m
omega	NOUN	Z3c
ommerton	PROPN	Z1mf
omron	PROPN	Z3c
ondigital	PROPN	Z3c
onassis	PROPN	Z1
onesaturday	PROPN	Z3c
ong	PROPN	Z1
ontario	PROPN	Z2
oostende	PROPN	Z2
ophelia	PROPN	Z1f
options	PROPN	Z3c
opus	PROPN	Z3c
oracle	PROPN	Z3
oradore	PROPN	Z2
prædikestol	NOUN	Q2.2 S9/H1 H5/S9
oregon	PROPN	Z2
oren	PROPN	Z1mf
orgasmicwines	PROPN	Z3c
orienten	PROPN	Z2 Z3c
orion	PROPN	Z3fnc Z1m
orissa	PROPN	Z2
orkney	PROPN	Z2
orlando	PROPN	Z1m
orleans	PROPN	Z2
oromo	PROPN	Z2/S2mf
orsino	PROPN	Z1m
ortega	PROPN	Z1mf
orton	PROPN	Z1
orwell	PROPN	Z1mf
osaka	PROPN	Z2
osborne	PROPN	Z1mf Z2
oscar	PROPN	Z1m Z3
oscars	PROPN	Z3
osh	PROPN	Z3c
oslo	PROPN	Z2
osman	PROPN	Z1m
osmond	PROPN	Z1m
ossetere	PROPN	Z2/S2mf
ostend	PROPN	Z2
osterley	PROPN	Z2
oswald	PROPN	Z1m
oswerstrey	PROPN	Z2
oswestry	PROPN	Z2
othello	PROPN	Z1m
ottawa	PROPN	Z2
otterbank	PROPN	Z2
otterburn	PROPN	Z2
ottershaw	PROPN	Z2
ottershore	NOUN	Z2 Z3c
ottley	PROPN	Z2
osmansk	NOUN	Z2/S2mf
osmansk	ADJ	Z2
ouse	PROPN	Z2
ouve	PROPN	Z1m
oval	PROPN	Z2
ovambo	PROPN	Z2/S2mf
ove	PROPN	Z1m
ovimbundu	PROPN	Z2/S2mf
owen	PROPN	Z1m
owna	PROPN	Z2
owning	PROPN	Z3c
oxbridge	PROPN	P1/Z2c
oxfam	PROPN	Z3c
oxford	NOUN	B5
oxford	PROPN	Z2 Z1mf Z3/P1
oxfordshire	PROPN	Z2 Z3c
oxo	PROPN	Z3c
oxon	PROPN	Z2
oxy	PROPN	Z3
oxytabs	PROPN	Z3
oxytab	PROPN	Z3
ozzie	PROPN	Z1m
p.g.	PROPN	Z1mf
p/b	PROPN	I1.3
p/e	PROPN	I1.3
p4	X	P1
p45	X	I3.1-/Q1.2 Q1.2/G1.1
pa	NOUN	I2.1/S2mf
pace	PROPN	Z3c
paicv	PROPN	Z3
paye	NOUN	I1.1/I3.1
pbl	PROPN	X2.3+/P1
pbw	PROPN	Z3c
pc	NOUN	Y2
pcb	NOUN	O3
pcca	PROPN	Z3
pcp	NOUN	F3
pcr	NOUN	Y1
pcv	NOUN	B3
pc'er	NOUN	Y2
pd	NOUN	P1 G2.1c
pda	PROPN	Z3c
pdce	NOUN	P1
pdf	PROPN	Z3c
pdfm	PROPN	Z3c
pdsa	PROPN	Z3c
pdsm	PROPN	Z3c
pdz	PROPN	Z3
pe	NOUN	P1/K5.1
peps	NOUN	I1.1
pfa	PROPN	Z3c
pfi	PROPN	Z3
pg	PROPN	P1
pgce	NOUN	P1
pgsa	PROPN	Z3c
phi	PROPN	Z3c
phil	PROPN	P1 Z1m
phys	PROPN	P1
pkk	PROPN	Z3
pla	PROPN	G1.2/Z3
plo	PROPN	Z3c
pm	NOUN	G1.1/S2mf B3
pmt	NOUN	B2-
pnb	PROPN	Z3c
pnc	NOUN	G2.1/Y2
pnf	NOUN	K5.1
pnhb	PROPN	Z3c
pnsb	PROPN	Z3c
poli	PROPN	P1
pos	NOUN	Q3 P1
pos'er	NOUN	Q3 P1
pow	NOUN	G3/S2mf
pow'er	NOUN	G3/S2mf
ppa	NOUN	I1.3
ppcg48	PROPN	Z3
ppe	PROPN	P1
ppk	PROPN	Z3
ppl	NOUN	K3
pps	NOUN	G1.1/S2mf
ppt	PROPN	Y2
prw53	PROPN	Z3
ps2	PROPN	Z3
psa	PROPN	Z3
psh	NOUN	B1
psv	NOUN	M3
psybt	PROPN	Z3c
pt	NOUN	K5.1
pta	NOUN	S1.1.1c
ptc	PROPN	Z3c
ptce	NOUN	P1
ptfe	PROPN	Y1
ptp	PROPN	Z3c
ptt	PROPN	Z3c
ptt'er	PROPN	Z3c
pu	PROPN	O1
pv	PROPN	O1
pvc	NOUN	O1.1
pa'o	PROPN	Z2/S2mf
stillehavet	PROPN	Z2 Z3c
pacino	PROPN	Z1mf
packard	PROPN	Z1mf Z3c
packer	PROPN	Z1mf
paddington	PROPN	Z2 Z1m
paddy	NOUN	Z2/S2mf
paddy	PROPN	Z1m
paddypower	PROPN	Z3c
paechter	PROPN	Z1
paganini	PROPN	Z1mf
page	PROPN	Z1mf
pagemaker	PROPN	Z3
pages	PROPN	Z3c
pahang	PROPN	Z2
pahang-selangor	PROPN	Z2
paige	PROPN	Z1mf
paignton	PROPN	Z2 Z3c
paintbrush	PROPN	Z3
paisley	PROPN	Z1mf Z2 O1.1
paki	NOUN	Z2/S2mf
pakis	NOUN	Z2/S2mf
pakistan	PROPN	Z2
pakistanser	NOUN	Z2/S2mf
pakistanere	NOUN	Z2/S2mf
palace	PROPN	Z3c
palais	PROPN	Z3c
palaniappan	PROPN	Z1
palasades	PROPN	Z3c
palatino	PROPN	Z3
palauer	NOUN	Z2/S2mf
palæstina	PROPN	Z2
palæstinsk	ADJ	Z2
palæstiner	NOUN	Z2/S2mf
palæstinensere	NOUN	Z2/S2mf
palin	PROPN	Z1mf
pall	PROPN	Z3
palladianisme	NOUN	H1
palma	PROPN	Z2
palmeira	PROPN	Z2
palmer	PROPN	Z1mf Z3c
palmerston	PROPN	Z1mf Z2
pam	PROPN	Z1f
panama	PROPN	Z2 B5
panamansk	NOUN	Z2/S2mf
panamaner	NOUN	Z2/S2mf
panasonic	PROPN	Z3c
pancras	PROPN	Z2
panda	PROPN	Z3
pangalos	PROPN	Z1m
pangbourne	PROPN	Z2
pankaj	PROPN	Z1m
panorama	PROPN	Z3c
pantai	PROPN	Z3c
pantin	PROPN	Z1mf
pantone	PROPN	Z1mf
pavelig	ADJ	S9 S9/S1.2.4-
papalona	PROPN	Z2
papandreaou	PROPN	Z1
papanikolaou	PROPN	Z1
paperworkers	NOUN	Q1.2/S2mf
paphos	PROPN	Z2
papua	PROPN	Z2
paraguay	PROPN	Z2
paraguayaner	NOUN	Z2/S2mf
paraguayanere	NOUN	Z2/S2mf
paramo	PROPN	Z3c
pergament	NOUN	Q1.2
paris	PROPN	Z2 Z1f
parisisk	ADJ	Z2
pariser	NOUN	Z2/S2mf
parker	PROPN	Z1mf Z3c
parkhead	PROPN	Z2
parkhurst	PROPN	Z2 Z3c
parkinson	PROPN	Z1mf B2-
parkinsons	PROPN	B2- Z3c
parkridge	PROPN	Z2
parks	PROPN	Z3c
parkstone	PROPN	Z2
parkway	PROPN	Z2
parkwell	PROPN	Z2
parsons	PROPN	Z1mfn
parthenon	PROPN	Z2/S9
partigate	PROPN	Z2
parton	PROPN	Z1mf
partridge	PROPN	Z1mf
partwell	PROPN	Z3c
pascal	PROPN	Z1mf Y2
pashley	PROPN	Z1mf
pasinev	PROPN	Z1mf
pasinevs	PROPN	Z3c
pasir	PROPN	Z3
passey	PROPN	Z3c
passionist	NOUN	S9/S2mf
påskefrokost	NOUN	S9/T1.3
pat	PROPN	Z1mf
patagonia	PROPN	Z2
patagonsk	ADJ	Z2
patagoner	NOUN	Z2/S2mf
patak	PROPN	Z1
patant	PROPN	Z1
patel	PROPN	Z1mf
pathans	PROPN	Z2/S2mf
pathfinder	PROPN	Z3
patience	PROPN	Z1f
patrick	PROPN	Z1mf
patricks	PROPN	Z1
patten	PROPN	Z1mf
patterdale	PROPN	Z2
patterson	PROPN	Z1mf
paul	PROPN	Z1m
paula	PROPN	Z1f
paulina	PROPN	Z1f
